CO_ESCOLA;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TP_LINGUA;TP_STATUS_REDACAO;NU_NOTA_REDACAO
52018415.0;5214861.0;Nova Glória;GO;2.0;1.0;1;1;1;1;441.1;483.7;582.0;512.5;0;4.0;0.0
52019195.0;5218904.0;Rubiataba;GO;2.0;1.0;1;1;1;1;564.7;506.0;575.2;572.5;0;1.0;820.0
52019250.0;5218904.0;Rubiataba;GO;2.0;1.0;0;0;0;0;;;;;1;;
52015815.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;407.9;0.0;418.0;420.3;0;4.0;0.0
52019926.0;5221700.0;Uruana;GO;2.0;1.0;0;0;0;0;;;;;1;;
52017320.0;5210901.0;Itapaci;GO;2.0;1.0;0;1;1;0;;322.4;336.5;;1;2.0;0.0
52070913.0;5205406.0;Ceres;GO;1.0;2.0;1;1;1;1;574.2;622.3;591.1;651.8;0;1.0;900.0
60029013.0;5205406.0;Ceres;GO;4.0;1.0;1;1;1;1;494.4;549.6;466.7;622.7;1;1.0;960.0
52024610.0;5211800.0;Jaraguá;GO;2.0;1.0;1;1;1;1;495.3;522.7;597.3;587.2;0;1.0;660.0
52016900.0;5209457.0;Guarinos;GO;2.0;1.0;1;1;1;1;592.5;563.0;586.4;513.4;0;1.0;680.0
52018172.0;5213855.0;Morro Agudo de Goiás;GO;2.0;1.0;1;1;1;1;429.8;399.9;394.9;434.3;1;6.0;0.0
52017583.0;5211206.0;Itapuranga;GO;2.0;1.0;1;1;1;1;556.5;516.1;544.0;662.6;0;1.0;840.0
52019080.0;5218706.0;Rianápolis;GO;2.0;1.0;1;1;1;1;476.3;537.2;544.7;569.7;0;1.0;720.0
52019926.0;5221700.0;Uruana;GO;2.0;1.0;0;0;0;0;;;;;1;;
52024610.0;5211800.0;Jaraguá;GO;2.0;1.0;1;1;1;1;447.5;375.3;342.4;469.3;1;1.0;400.0
52017583.0;5211206.0;Itapuranga;GO;2.0;1.0;1;1;1;1;525.3;478.8;542.7;502.1;0;1.0;760.0
52070913.0;5205406.0;Ceres;GO;1.0;2.0;1;1;1;1;562.0;561.1;585.4;636.3;0;1.0;700.0
52016790.0;5209291.0;Guaraíta;GO;2.0;1.0;1;1;1;1;572.8;553.4;537.3;692.9;0;1.0;760.0
52015823.0;5208608.0;Goianésia;GO;2.0;1.0;0;0;0;0;;;;;1;;
52014517.0;5203203.0;Barro Alto;GO;2.0;1.0;1;1;1;1;468.3;303.8;381.8;379.1;0;1.0;420.0
52018172.0;5213855.0;Morro Agudo de Goiás;GO;2.0;1.0;1;1;1;1;438.6;397.7;405.1;436.1;0;4.0;0.0
52019101.0;5218706.0;Rianápolis;GO;2.0;1.0;0;0;0;0;;;;;0;;
52015823.0;5208608.0;Goianésia;GO;2.0;1.0;0;0;0;0;;;;;1;;
52070913.0;5205406.0;Ceres;GO;1.0;2.0;1;1;1;1;362.9;452.5;569.6;666.9;1;1.0;580.0
52017311.0;5210901.0;Itapaci;GO;2.0;1.0;1;1;1;1;484.4;591.1;556.6;715.7;0;1.0;880.0
52019195.0;5218904.0;Rubiataba;GO;2.0;1.0;1;1;1;1;386.2;455.1;461.7;385.0;0;1.0;700.0
52015823.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;439.1;386.5;557.8;436.1;1;1.0;600.0
52015823.0;5208608.0;Goianésia;GO;2.0;1.0;0;0;0;0;;;;;0;;
52019195.0;5218904.0;Rubiataba;GO;2.0;1.0;1;1;1;1;480.2;428.0;495.2;576.3;0;1.0;620.0
52017320.0;5210901.0;Itapaci;GO;2.0;1.0;0;0;0;0;;;;;1;;
52015335.0;5205406.0;Ceres;GO;4.0;1.0;1;1;1;1;478.3;556.0;524.5;527.6;0;1.0;880.0
52019802.0;5220157.0;São Luiz do Norte;GO;2.0;1.0;1;1;1;1;591.3;453.4;542.0;692.0;0;1.0;700.0
52015807.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;406.2;471.9;515.4;491.2;1;1.0;560.0
52018423.0;5214861.0;Nova Glória;GO;2.0;1.0;1;1;1;1;450.0;494.1;521.7;400.9;1;1.0;720.0
52018318.0;5214705.0;Nova América;GO;2.0;1.0;1;1;1;1;373.4;392.7;434.0;515.9;1;1.0;520.0
52015807.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;467.0;509.0;538.3;612.4;1;1.0;880.0
52017311.0;5210901.0;Itapaci;GO;2.0;1.0;1;1;1;1;508.5;428.4;459.7;376.9;1;1.0;660.0
52017303.0;5210901.0;Itapaci;GO;4.0;1.0;1;1;1;1;492.1;493.5;502.7;522.2;0;1.0;580.0
52015360.0;5205406.0;Ceres;GO;2.0;1.0;1;1;1;1;438.9;395.3;460.0;405.4;1;1.0;560.0
52024741.0;5211800.0;Jaraguá;GO;2.0;1.0;1;1;1;1;394.9;479.9;469.4;390.3;0;1.0;620.0
52015459.0;5205406.0;Ceres;GO;2.0;1.0;1;1;1;1;379.4;415.9;505.6;436.6;1;1.0;580.0
52018164.0;5211206.0;Itapuranga;GO;2.0;1.0;1;1;1;1;410.5;416.8;379.3;381.9;1;1.0;440.0
52024610.0;5211800.0;Jaraguá;GO;2.0;1.0;1;1;1;1;479.4;416.2;375.9;391.9;1;1.0;500.0
52015823.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;476.9;407.0;492.2;502.0;0;1.0;600.0
52070913.0;5205406.0;Ceres;GO;1.0;2.0;1;1;1;1;595.3;580.3;547.5;655.4;0;1.0;880.0
52015807.0;5208608.0;Goianésia;GO;2.0;1.0;0;0;0;0;;;;;1;;
52015033.0;5220280.0;São Patrício;GO;2.0;1.0;0;0;0;0;;;;;0;;
52019802.0;5220157.0;São Luiz do Norte;GO;2.0;1.0;1;1;1;1;497.8;482.7;513.2;573.2;0;1.0;720.0
52015459.0;5205406.0;Ceres;GO;2.0;1.0;0;0;0;0;;;;;1;;
52015823.0;5208608.0;Goianésia;GO;2.0;1.0;0;0;0;0;;;;;1;;
52019195.0;5218904.0;Rubiataba;GO;2.0;1.0;0;0;0;0;;;;;1;;
52019250.0;5218904.0;Rubiataba;GO;2.0;1.0;1;1;1;1;466.3;331.5;570.2;542.1;1;1.0;880.0
60028153.0;5208608.0;Goianésia;GO;2.0;2.0;0;0;0;0;;;;;1;;
52015386.0;5210158.0;Ipiranga de Goiás;GO;2.0;1.0;1;1;1;1;481.3;573.1;562.8;640.7;1;1.0;480.0
52018415.0;5214861.0;Nova Glória;GO;2.0;1.0;1;1;1;1;506.4;382.2;475.8;426.5;1;1.0;560.0
52015742.0;5205406.0;Ceres;GO;4.0;1.0;1;1;1;1;557.0;529.2;491.7;505.7;0;1.0;640.0
52015742.0;5205406.0;Ceres;GO;4.0;1.0;1;1;1;1;624.7;642.0;626.7;714.8;0;1.0;940.0
52015807.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;430.6;458.1;462.3;436.9;1;1.0;400.0
52015815.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;532.7;571.5;570.1;521.1;0;1.0;720.0
52014584.0;5203203.0;Barro Alto;GO;2.0;1.0;0;0;0;0;;;;;1;;
52015823.0;5208608.0;Goianésia;GO;2.0;1.0;2;1;1;2;;450.6;544.3;;1;1.0;480.0
52019080.0;5218706.0;Rianápolis;GO;2.0;1.0;1;1;1;1;448.6;341.4;444.0;499.0;1;1.0;500.0
52020231.0;5221700.0;Uruana;GO;2.0;1.0;1;1;1;1;435.7;541.2;529.5;530.2;1;1.0;760.0
52024610.0;5211800.0;Jaraguá;GO;2.0;1.0;0;0;0;0;;;;;0;;
52019250.0;5218904.0;Rubiataba;GO;2.0;1.0;0;0;0;0;;;;;0;;
52017311.0;5210901.0;Itapaci;GO;2.0;1.0;0;0;0;0;;;;;1;;
52015807.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;433.5;414.9;376.1;400.9;0;1.0;660.0
52018172.0;5213855.0;Morro Agudo de Goiás;GO;2.0;1.0;0;0;0;0;;;;;0;;
52024610.0;5211800.0;Jaraguá;GO;2.0;1.0;1;1;1;1;365.2;362.4;416.7;401.9;1;1.0;440.0
52019926.0;5221700.0;Uruana;GO;2.0;1.0;0;0;0;0;;;;;1;;
52070913.0;5205406.0;Ceres;GO;1.0;2.0;1;1;1;1;478.1;588.6;565.8;599.3;0;1.0;660.0
52017664.0;5211206.0;Itapuranga;GO;2.0;1.0;0;0;0;0;;;;;1;;
52018318.0;5214705.0;Nova América;GO;2.0;1.0;0;1;1;0;;365.8;462.2;;0;1.0;480.0
52017303.0;5210901.0;Itapaci;GO;4.0;1.0;1;1;1;1;575.8;600.8;550.9;654.2;0;1.0;800.0
52015823.0;5208608.0;Goianésia;GO;2.0;1.0;0;0;0;0;;;;;0;;
60028174.0;5214861.0;Nova Glória;GO;2.0;2.0;1;1;1;1;400.0;490.4;507.2;506.1;1;1.0;720.0
52018318.0;5214705.0;Nova América;GO;2.0;1.0;1;1;1;1;537.4;552.2;555.3;677.3;0;1.0;780.0
52019624.0;5219357.0;Santa Isabel;GO;2.0;1.0;0;0;0;0;;;;;0;;
52017583.0;5211206.0;Itapuranga;GO;2.0;1.0;1;1;1;1;506.6;406.0;405.8;449.9;1;1.0;720.0
52015823.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;419.5;444.8;462.8;411.9;0;1.0;540.0
52015041.0;5205000.0;Carmo do Rio Verde;GO;2.0;1.0;1;1;1;1;404.7;546.1;559.0;446.0;0;1.0;600.0
52015815.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;485.3;476.6;543.5;568.8;1;1.0;680.0
52024610.0;5211800.0;Jaraguá;GO;2.0;1.0;1;1;1;1;489.0;413.5;429.6;548.1;1;1.0;480.0
52018318.0;5214705.0;Nova América;GO;2.0;1.0;0;0;0;0;;;;;0;;
52018920.0;5218607.0;Rialma;GO;2.0;1.0;0;0;0;0;;;;;1;;
60028170.0;5211206.0;Itapuranga;GO;2.0;1.0;0;0;0;0;;;;;0;;
52024610.0;5211800.0;Jaraguá;GO;2.0;1.0;1;1;1;1;525.8;462.1;498.9;468.0;1;4.0;0.0
52070913.0;5205406.0;Ceres;GO;1.0;2.0;1;1;1;1;503.1;523.6;480.2;488.4;0;1.0;820.0
52017583.0;5211206.0;Itapuranga;GO;2.0;1.0;1;1;1;1;535.3;557.4;604.6;643.5;0;1.0;880.0
52017320.0;5210901.0;Itapaci;GO;2.0;1.0;0;0;0;0;;;;;0;;
52024610.0;5211800.0;Jaraguá;GO;2.0;1.0;1;1;1;1;441.4;344.5;429.9;439.4;0;1.0;600.0
52015823.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;496.8;458.6;496.1;459.7;1;4.0;0.0
60028174.0;5214861.0;Nova Glória;GO;2.0;2.0;0;0;0;0;;;;;1;;
52019802.0;5220157.0;São Luiz do Norte;GO;2.0;1.0;1;1;1;1;417.6;508.3;551.9;637.4;1;1.0;800.0
52019926.0;5221700.0;Uruana;GO;2.0;1.0;1;1;1;1;462.3;555.9;489.4;507.0;1;1.0;640.0
52014584.0;5203203.0;Barro Alto;GO;2.0;1.0;0;0;0;0;;;;;1;;
52015807.0;5208608.0;Goianésia;GO;2.0;1.0;0;0;0;0;;;;;1;;
52017320.0;5210901.0;Itapaci;GO;2.0;1.0;0;0;0;0;;;;;0;;
52018920.0;5218607.0;Rialma;GO;2.0;1.0;1;1;1;1;549.2;499.9;548.9;528.0;1;1.0;840.0
52015807.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;562.1;561.3;497.0;527.0;0;1.0;700.0
52015041.0;5205000.0;Carmo do Rio Verde;GO;2.0;1.0;0;0;0;0;;;;;1;;
52015815.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;536.7;588.6;601.6;651.2;0;1.0;940.0
52019080.0;5218706.0;Rianápolis;GO;2.0;1.0;1;1;1;1;539.5;532.0;554.5;439.0;0;1.0;600.0
52019624.0;5219357.0;Santa Isabel;GO;2.0;1.0;1;1;1;1;425.9;587.1;580.5;573.0;1;1.0;920.0
52024610.0;5211800.0;Jaraguá;GO;2.0;1.0;1;1;1;1;431.4;514.3;532.2;516.2;1;1.0;600.0
52015351.0;5205406.0;Ceres;GO;2.0;1.0;1;1;1;1;376.1;426.4;481.8;392.0;1;1.0;500.0
52070913.0;5205406.0;Ceres;GO;1.0;2.0;1;1;1;1;542.8;529.8;534.5;534.6;0;1.0;660.0
52024610.0;5211800.0;Jaraguá;GO;2.0;1.0;1;1;1;1;553.0;540.6;525.4;433.5;0;1.0;720.0
52015815.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;567.4;530.3;528.5;624.4;0;1.0;880.0
52015742.0;5205406.0;Ceres;GO;4.0;1.0;1;1;1;1;660.1;707.7;620.8;702.9;0;1.0;940.0
52024636.0;5211800.0;Jaraguá;GO;4.0;1.0;1;1;1;1;489.6;474.2;537.1;462.7;0;1.0;720.0
52015823.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;486.2;489.5;543.9;560.7;0;1.0;800.0
52015807.0;5208608.0;Goianésia;GO;2.0;1.0;0;0;0;0;;;;;1;;
52019250.0;5218904.0;Rubiataba;GO;2.0;1.0;0;0;0;0;;;;;1;;
52019195.0;5218904.0;Rubiataba;GO;2.0;1.0;1;1;1;1;582.3;574.6;591.1;627.8;1;1.0;840.0
52015360.0;5205406.0;Ceres;GO;2.0;1.0;0;0;0;0;;;;;1;;
52015807.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;452.5;493.7;545.5;525.5;0;1.0;640.0
52017583.0;5211206.0;Itapuranga;GO;2.0;1.0;1;1;1;1;493.9;624.5;581.5;637.7;0;1.0;920.0
52015807.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;536.6;571.5;613.4;545.9;0;1.0;880.0
52015807.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;531.8;559.5;535.1;396.1;1;1.0;500.0
52019080.0;5218706.0;Rianápolis;GO;2.0;1.0;1;1;1;1;460.7;469.3;505.7;441.1;0;1.0;600.0
52015041.0;5205000.0;Carmo do Rio Verde;GO;2.0;1.0;0;1;1;0;;404.9;478.9;;1;1.0;620.0
52070913.0;5205406.0;Ceres;GO;1.0;2.0;1;1;1;1;397.1;432.5;507.6;533.8;1;1.0;560.0
52019195.0;5218904.0;Rubiataba;GO;2.0;1.0;1;1;1;1;525.6;449.5;501.7;421.1;0;1.0;680.0
52018415.0;5214861.0;Nova Glória;GO;2.0;1.0;1;1;1;1;370.8;512.7;504.3;396.7;1;1.0;640.0
52024628.0;5211800.0;Jaraguá;GO;2.0;1.0;1;1;1;1;373.4;360.8;462.2;405.1;1;1.0;280.0
52017109.0;5209804.0;Hidrolina;GO;2.0;1.0;0;0;0;0;;;;;0;;
52015807.0;5208608.0;Goianésia;GO;2.0;1.0;0;0;0;0;;;;;1;;
52015823.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;495.3;409.5;438.6;547.1;1;1.0;660.0
52015459.0;5205406.0;Ceres;GO;2.0;1.0;0;0;0;0;;;;;1;;
52017354.0;5210901.0;Itapaci;GO;2.0;1.0;0;0;0;0;;;;;1;;
52015807.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;508.2;417.0;451.1;444.6;1;1.0;360.0
52017583.0;5211206.0;Itapuranga;GO;2.0;1.0;1;1;1;1;422.2;444.8;498.3;435.2;0;1.0;920.0
52018423.0;5214861.0;Nova Glória;GO;2.0;1.0;0;0;0;0;;;;;1;;
52019624.0;5219357.0;Santa Isabel;GO;2.0;1.0;1;1;1;1;429.3;407.5;374.3;462.6;1;1.0;300.0
52024610.0;5211800.0;Jaraguá;GO;2.0;1.0;1;1;1;1;447.3;363.5;470.8;446.3;1;1.0;480.0
52015815.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;555.6;571.9;519.8;572.2;1;1.0;720.0
52015351.0;5205406.0;Ceres;GO;2.0;1.0;1;1;1;1;529.3;458.9;516.2;538.6;0;1.0;680.0
52014584.0;5203203.0;Barro Alto;GO;2.0;1.0;0;0;0;0;;;;;0;;
52015815.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;467.2;480.0;526.0;510.6;0;1.0;900.0
52015815.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;465.7;463.0;485.3;447.5;0;1.0;820.0
52017311.0;5210901.0;Itapaci;GO;2.0;1.0;1;1;1;1;386.8;486.1;512.7;556.1;1;1.0;360.0
60028819.0;5208608.0;Goianésia;GO;4.0;1.0;1;1;1;1;415.1;323.9;469.8;498.7;0;1.0;760.0
52015815.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;404.0;422.3;485.3;456.1;1;1.0;580.0
52015459.0;5205406.0;Ceres;GO;2.0;1.0;0;0;0;0;;;;;0;;
52070913.0;5205406.0;Ceres;GO;1.0;2.0;1;1;1;1;472.3;527.7;530.6;455.6;1;1.0;660.0
52015351.0;5205406.0;Ceres;GO;2.0;1.0;1;1;1;1;427.8;439.0;456.6;443.7;0;1.0;660.0
60028174.0;5214861.0;Nova Glória;GO;2.0;2.0;0;0;0;0;;;;;1;;
52015807.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;381.7;412.6;486.5;466.5;1;1.0;600.0
52019195.0;5218904.0;Rubiataba;GO;2.0;1.0;1;1;1;1;452.9;605.5;585.7;651.1;0;1.0;900.0
52015041.0;5205000.0;Carmo do Rio Verde;GO;2.0;1.0;1;1;1;1;431.0;450.4;416.0;538.2;0;1.0;580.0
52024610.0;5211800.0;Jaraguá;GO;2.0;1.0;1;1;1;1;577.2;512.9;495.4;494.9;0;1.0;480.0
52017311.0;5210901.0;Itapaci;GO;2.0;1.0;0;0;0;0;;;;;1;;
52015815.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;594.2;621.7;573.4;752.6;0;1.0;800.0
52015807.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;406.3;498.5;506.2;394.8;0;1.0;600.0
52015041.0;5205000.0;Carmo do Rio Verde;GO;2.0;1.0;0;0;0;0;;;;;1;;
52019926.0;5221700.0;Uruana;GO;2.0;1.0;1;1;1;1;470.7;538.8;541.2;530.2;1;1.0;880.0
52018415.0;5214861.0;Nova Glória;GO;2.0;1.0;1;1;1;1;602.9;588.8;555.5;648.7;0;1.0;920.0
52015459.0;5205406.0;Ceres;GO;2.0;1.0;0;0;0;0;;;;;1;;
52015742.0;5205406.0;Ceres;GO;4.0;1.0;1;1;1;1;600.5;633.9;659.2;745.9;0;1.0;880.0
52019250.0;5218904.0;Rubiataba;GO;2.0;1.0;0;0;0;0;;;;;1;;
52024610.0;5211800.0;Jaraguá;GO;2.0;1.0;1;1;1;1;350.1;502.5;476.3;399.4;1;1.0;600.0
52017583.0;5211206.0;Itapuranga;GO;2.0;1.0;1;1;1;1;576.6;575.0;529.5;618.7;0;1.0;800.0
52024610.0;5211800.0;Jaraguá;GO;2.0;1.0;1;1;1;1;410.0;394.9;418.2;501.7;1;1.0;440.0
52015807.0;5208608.0;Goianésia;GO;2.0;1.0;0;0;0;0;;;;;1;;
52017583.0;5211206.0;Itapuranga;GO;2.0;1.0;1;1;1;1;603.5;607.8;523.5;729.3;0;1.0;900.0
52018423.0;5214861.0;Nova Glória;GO;2.0;1.0;1;1;1;1;367.7;437.6;484.7;430.1;0;1.0;380.0
60028883.0;5221700.0;Uruana;GO;4.0;1.0;1;1;1;1;642.3;716.8;625.0;796.5;0;1.0;700.0
52015823.0;5208608.0;Goianésia;GO;2.0;1.0;0;0;0;0;;;;;1;;
52019250.0;5218904.0;Rubiataba;GO;2.0;1.0;0;0;0;0;;;;;0;;
52019195.0;5218904.0;Rubiataba;GO;2.0;1.0;0;1;1;0;;616.5;559.7;;0;1.0;920.0
52015823.0;5208608.0;Goianésia;GO;2.0;1.0;0;0;0;0;;;;;0;;
52024610.0;5211800.0;Jaraguá;GO;2.0;1.0;1;1;1;1;571.8;572.6;562.1;432.1;0;1.0;620.0
52015041.0;5205000.0;Carmo do Rio Verde;GO;2.0;1.0;1;1;1;1;433.5;505.7;527.0;540.3;0;1.0;700.0
52016790.0;5209291.0;Guaraíta;GO;2.0;1.0;0;0;0;0;;;;;0;;
52015815.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;591.7;616.9;611.4;675.0;1;1.0;940.0
52015351.0;5205406.0;Ceres;GO;2.0;1.0;1;1;1;1;540.2;379.6;330.2;429.0;0;1.0;620.0
52015807.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;504.1;617.6;631.8;664.9;0;1.0;880.0
52017583.0;5211206.0;Itapuranga;GO;2.0;1.0;1;1;1;1;508.9;368.5;466.3;411.9;0;1.0;780.0
52024610.0;5211800.0;Jaraguá;GO;2.0;1.0;1;1;1;1;436.2;517.3;522.3;514.1;0;1.0;800.0
52098834.0;5208608.0;Goianésia;GO;4.0;1.0;1;1;1;1;568.3;561.9;538.7;720.1;1;1.0;860.0
52018415.0;5214861.0;Nova Glória;GO;2.0;1.0;1;1;1;1;490.8;372.9;509.0;414.9;0;1.0;380.0
52015815.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;459.4;528.2;565.5;575.4;0;1.0;800.0
60028166.0;5210901.0;Itapaci;GO;2.0;1.0;0;0;0;0;;;;;1;;
52070913.0;5205406.0;Ceres;GO;1.0;2.0;1;1;1;1;593.5;611.2;602.0;732.0;0;1.0;900.0
52017583.0;5211206.0;Itapuranga;GO;2.0;1.0;1;1;1;1;447.4;532.7;492.6;545.7;0;1.0;820.0
52015386.0;5210158.0;Ipiranga de Goiás;GO;2.0;1.0;1;1;1;1;646.7;673.2;625.9;728.4;1;1.0;820.0
52019624.0;5219357.0;Santa Isabel;GO;2.0;1.0;1;1;1;1;511.2;519.0;534.7;449.1;0;1.0;680.0
52019250.0;5218904.0;Rubiataba;GO;2.0;1.0;0;1;1;0;;424.1;351.0;;0;1.0;520.0
52024610.0;5211800.0;Jaraguá;GO;2.0;1.0;0;0;0;0;;;;;0;;
60028883.0;5221700.0;Uruana;GO;4.0;1.0;1;1;1;1;613.6;669.7;651.4;750.5;0;1.0;820.0
52015815.0;5208608.0;Goianésia;GO;2.0;1.0;0;0;0;0;;;;;1;;
52017311.0;5210901.0;Itapaci;GO;2.0;1.0;1;1;1;1;562.3;492.3;570.4;513.4;1;1.0;920.0
52015823.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;420.5;499.0;476.4;396.0;0;1.0;560.0
52017311.0;5210901.0;Itapaci;GO;2.0;1.0;1;1;1;1;453.6;480.5;510.0;387.3;1;1.0;840.0
52019926.0;5221700.0;Uruana;GO;2.0;1.0;0;0;0;0;;;;;1;;
52020231.0;5221700.0;Uruana;GO;2.0;1.0;1;1;1;1;392.7;365.5;440.5;480.6;1;1.0;440.0
52015823.0;5208608.0;Goianésia;GO;2.0;1.0;0;0;0;0;;;;;1;;
52024628.0;5211800.0;Jaraguá;GO;2.0;1.0;1;1;1;1;551.4;460.8;468.1;469.8;0;1.0;720.0
52024636.0;5211800.0;Jaraguá;GO;4.0;1.0;1;1;1;1;504.5;464.5;494.5;557.7;1;1.0;440.0
52015351.0;5205406.0;Ceres;GO;2.0;1.0;1;1;1;1;583.5;630.3;513.1;704.7;0;1.0;860.0
52015807.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;540.1;516.9;548.3;440.5;0;1.0;700.0
52015823.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;492.9;370.4;336.4;527.4;0;1.0;540.0
52015998.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;377.4;427.4;490.7;437.5;1;1.0;440.0
52017664.0;5211206.0;Itapuranga;GO;2.0;1.0;1;1;1;1;411.4;353.3;495.1;403.9;1;1.0;820.0
52015807.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;507.7;511.0;523.7;491.3;0;1.0;580.0
52020231.0;5221700.0;Uruana;GO;2.0;1.0;0;0;0;0;;;;;1;;
52015807.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;405.9;436.9;516.4;472.5;0;1.0;720.0
52024610.0;5211800.0;Jaraguá;GO;2.0;1.0;1;1;1;1;494.1;339.1;427.2;399.2;0;1.0;480.0
52017311.0;5210901.0;Itapaci;GO;2.0;1.0;1;1;1;1;465.4;339.0;418.5;410.8;1;1.0;940.0
52015360.0;5205406.0;Ceres;GO;2.0;1.0;1;1;1;1;521.6;391.7;530.7;616.6;0;1.0;820.0
52024610.0;5211800.0;Jaraguá;GO;2.0;1.0;0;0;0;0;;;;;0;;
52024610.0;5211800.0;Jaraguá;GO;2.0;1.0;0;0;0;0;;;;;1;;
52019250.0;5218904.0;Rubiataba;GO;2.0;1.0;0;0;0;0;;;;;1;;
52015815.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;590.5;561.7;583.3;678.9;1;1.0;720.0
52015823.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;411.1;489.0;487.1;443.4;1;1.0;440.0
52017583.0;5211206.0;Itapuranga;GO;2.0;1.0;1;1;1;1;470.4;387.4;431.5;527.8;1;1.0;600.0
52015459.0;5205406.0;Ceres;GO;2.0;1.0;1;1;1;1;527.7;566.8;550.5;566.8;1;1.0;620.0
52070913.0;5205406.0;Ceres;GO;1.0;2.0;1;1;1;1;532.5;511.3;542.7;450.8;1;1.0;620.0
52024610.0;5211800.0;Jaraguá;GO;2.0;1.0;0;0;0;0;;;;;1;;
52015815.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;548.9;538.5;523.9;462.4;1;1.0;940.0
52017583.0;5211206.0;Itapuranga;GO;2.0;1.0;1;1;1;1;498.7;588.7;616.5;670.1;0;1.0;920.0
52015998.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;427.7;430.7;425.5;541.9;1;4.0;0.0
52098834.0;5208608.0;Goianésia;GO;4.0;1.0;1;1;1;1;642.0;640.6;582.4;762.6;0;1.0;920.0
52016900.0;5209457.0;Guarinos;GO;2.0;1.0;0;0;0;0;;;;;0;;
52024610.0;5211800.0;Jaraguá;GO;2.0;1.0;0;0;0;0;;;;;0;;
52024610.0;5211800.0;Jaraguá;GO;2.0;1.0;1;1;1;1;449.8;330.6;315.5;375.3;1;1.0;440.0
52015459.0;5205406.0;Ceres;GO;2.0;1.0;1;1;1;1;464.3;560.1;559.9;643.8;0;1.0;660.0
52015351.0;5205406.0;Ceres;GO;2.0;1.0;1;1;1;1;573.5;577.9;510.5;578.0;1;1.0;580.0
52018652.0;5216908.0;Pilar de Goiás;GO;2.0;1.0;0;0;0;0;;;;;1;;
52015459.0;5205406.0;Ceres;GO;2.0;1.0;0;0;0;0;;;;;1;;
52019195.0;5218904.0;Rubiataba;GO;2.0;1.0;1;1;1;1;504.2;520.2;537.8;528.6;0;1.0;760.0
52017575.0;5211206.0;Itapuranga;GO;2.0;1.0;0;1;1;0;;491.1;502.0;;0;6.0;0.0
52019926.0;5221700.0;Uruana;GO;2.0;1.0;1;1;1;1;361.4;435.8;464.0;481.9;1;1.0;560.0
52017311.0;5210901.0;Itapaci;GO;2.0;1.0;0;0;0;0;;;;;0;;
52024610.0;5211800.0;Jaraguá;GO;2.0;1.0;1;1;1;1;400.6;346.2;316.5;483.1;1;4.0;0.0
