TP_FAIXA_ETARIA;TP_SEXO;TP_ANO_CONCLUIU;CO_MUNICIPIO_PROVA;NO_MUNICIPIO_PROVA;SG_UF_PROVA;Q007;Q019;Q021;Q023
1;F;0;5205406;Ceres;GO;E;A;A;E
3;F;1;5205406;Ceres;GO;B;A;B;A
1;M;0;5210901;Itapaci;GO;H;B;C;D
3;F;0;5208608;Goianésia;GO;A;A;A;A
2;F;0;5208608;Goianésia;GO;G;A;B;D
3;F;0;5208608;Goianésia;GO;C;A;B;A
3;M;0;5211800;Jaraguá;GO;D;A;A;A
7;F;0;5208608;Goianésia;GO;B;A;A;A
1;M;0;5208608;Goianésia;GO;B;A;A;A
11;F;0;5210901;Itapaci;GO;B;A;A;A
2;F;0;5205406;Ceres;GO;B;A;A;B
2;M;0;5208608;Goianésia;GO;D;A;A;A
2;F;0;5205406;Ceres;GO;B;A;A;B
1;M;0;5211206;Itapuranga;GO;A;A;A;A
3;M;0;5208608;Goianésia;GO;C;A;B;A
2;M;0;5205406;Ceres;GO;B;A;B;A
2;M;0;5210901;Itapaci;GO;D;B;B;A
6;M;3;5205406;Ceres;GO;B;A;A;A
1;M;0;5210901;Itapaci;GO;C;A;A;F
1;F;0;5211800;Jaraguá;GO;K;B;B;E
2;F;0;5210901;Itapaci;GO;C;A;A;A
2;M;0;5210901;Itapaci;GO;B;A;A;A
3;M;0;5208608;Goianésia;GO;C;B;B;A
2;M;0;5211800;Jaraguá;GO;C;A;A;A
4;M;1;5205406;Ceres;GO;D;A;A;B
2;F;0;5211800;Jaraguá;GO;C;A;B;A
3;F;0;5211800;Jaraguá;GO;B;A;A;A
2;F;0;5218904;Rubiataba;GO;C;B;C;A
3;M;1;5208608;Goianésia;GO;F;A;C;A
1;F;0;5211800;Jaraguá;GO;B;A;A;A
7;F;4;5211800;Jaraguá;GO;B;A;B;A
12;M;13;5205406;Ceres;GO;D;A;A;A
3;M;0;5208608;Goianésia;GO;E;A;B;A
3;F;1;5208608;Goianésia;GO;G;B;C;A
5;F;2;5211206;Itapuranga;GO;H;A;B;A
3;F;1;5205406;Ceres;GO;B;A;A;B
3;M;0;5210901;Itapaci;GO;G;A;A;A
3;F;0;5205406;Ceres;GO;E;A;A;A
3;F;0;5208608;Goianésia;GO;B;A;A;A
4;M;0;5208608;Goianésia;GO;C;A;B;A
15;M;18;5205406;Ceres;GO;D;A;B;A
1;F;0;5210901;Itapaci;GO;A;A;A;A
3;M;0;5208608;Goianésia;GO;B;A;A;A
1;F;0;5218904;Rubiataba;GO;B;A;A;A
3;M;0;5208608;Goianésia;GO;B;A;A;A
8;M;5;5218904;Rubiataba;GO;E;A;B;A
4;M;1;5211206;Itapuranga;GO;E;B;B;A
3;M;0;5210901;Itapaci;GO;B;A;A;A
6;M;4;5205406;Ceres;GO;E;A;B;A
3;M;0;5205406;Ceres;GO;C;B;A;A
2;F;0;5208608;Goianésia;GO;F;A;B;A
1;F;0;5218904;Rubiataba;GO;C;B;C;A
1;M;0;5211206;Itapuranga;GO;E;A;B;A
2;F;0;5210901;Itapaci;GO;C;A;B;E
4;M;2;5211800;Jaraguá;GO;O;B;C;D
2;F;0;5218904;Rubiataba;GO;B;A;A;B
3;F;1;5208608;Goianésia;GO;I;A;B;B
2;F;0;5205406;Ceres;GO;E;B;A;A
3;M;0;5211800;Jaraguá;GO;A;B;B;B
2;M;0;5205406;Ceres;GO;H;A;D;A
2;F;0;5208608;Goianésia;GO;B;B;B;A
2;M;0;5205406;Ceres;GO;B;B;B;A
2;F;0;5208608;Goianésia;GO;C;A;B;A
9;F;6;5205406;Ceres;GO;B;A;A;A
6;F;4;5205406;Ceres;GO;B;A;A;A
2;M;0;5211800;Jaraguá;GO;B;A;A;A
3;F;0;5210901;Itapaci;GO;B;A;A;A
2;M;0;5210901;Itapaci;GO;C;A;B;A
1;F;0;5210901;Itapaci;GO;C;A;B;A
2;F;0;5218904;Rubiataba;GO;D;A;A;A
2;M;0;5205406;Ceres;GO;G;A;B;A
3;M;0;5208608;Goianésia;GO;B;A;A;A
3;F;0;5205406;Ceres;GO;B;A;A;A
6;M;3;5205406;Ceres;GO;E;B;B;A
2;M;0;5211800;Jaraguá;GO;C;A;A;A
2;M;0;5208608;Goianésia;GO;B;A;B;A
6;M;3;5205406;Ceres;GO;B;A;A;A
1;F;0;5208608;Goianésia;GO;E;A;B;A
2;F;0;5210901;Itapaci;GO;D;A;A;B
1;F;0;5208608;Goianésia;GO;C;A;A;A
1;F;0;5218904;Rubiataba;GO;G;A;A;A
1;M;0;5210901;Itapaci;GO;C;A;A;A
1;F;0;5208608;Goianésia;GO;F;B;B;A
3;F;0;5211800;Jaraguá;GO;D;B;B;A
3;F;0;5208608;Goianésia;GO;B;A;A;A
3;F;0;5208608;Goianésia;GO;B;A;A;A
11;M;10;5208608;Goianésia;GO;E;A;B;A
2;F;0;5211206;Itapuranga;GO;B;B;B;A
7;M;2;5208608;Goianésia;GO;B;A;A;A
3;M;0;5210901;Itapaci;GO;B;A;A;A
14;F;18;5208608;Goianésia;GO;C;B;A;A
2;F;0;5210901;Itapaci;GO;C;A;B;A
3;F;0;5211800;Jaraguá;GO;B;A;A;A
2;F;0;5208608;Goianésia;GO;D;A;A;A
12;M;17;5205406;Ceres;GO;D;A;B;A
9;F;6;5210901;Itapaci;GO;B;A;A;A
2;F;0;5218904;Rubiataba;GO;K;A;E;A
2;M;0;5218904;Rubiataba;GO;C;A;B;A
3;F;0;5205406;Ceres;GO;B;A;C;A
2;F;0;5208608;Goianésia;GO;D;A;A;A
3;F;0;5210901;Itapaci;GO;B;A;A;A
3;F;0;5208608;Goianésia;GO;B;A;A;A
1;F;0;5205406;Ceres;GO;B;A;A;A
4;F;0;5210901;Itapaci;GO;H;A;B;A
5;F;0;5211800;Jaraguá;GO;B;A;A;A
3;M;0;5218904;Rubiataba;GO;C;A;B;A
12;F;0;5208608;Goianésia;GO;B;A;A;A
3;F;0;5205406;Ceres;GO;L;A;B;D
4;F;1;5208608;Goianésia;GO;C;A;A;A
1;M;0;5208608;Goianésia;GO;B;A;A;A
2;M;0;5210901;Itapaci;GO;G;A;C;B
2;F;0;5211800;Jaraguá;GO;B;A;A;A
1;F;0;5205406;Ceres;GO;F;A;B;A
6;F;0;5205406;Ceres;GO;B;A;A;A
2;M;0;5211206;Itapuranga;GO;H;B;B;A
2;F;0;5210901;Itapaci;GO;D;A;B;A
3;F;0;5211800;Jaraguá;GO;B;A;A;A
2;M;0;5211206;Itapuranga;GO;F;B;B;A
2;F;0;5211206;Itapuranga;GO;B;B;A;A
3;F;0;5211800;Jaraguá;GO;C;A;A;A
2;F;0;5218904;Rubiataba;GO;C;A;A;A
3;F;0;5208608;Goianésia;GO;B;A;B;A
3;F;0;5208608;Goianésia;GO;C;B;C;A
3;M;0;5208608;Goianésia;GO;B;B;A;A
4;F;1;5208608;Goianésia;GO;A;A;B;A
2;M;0;5208608;Goianésia;GO;H;A;B;A
3;M;0;5210901;Itapaci;GO;F;A;B;A
2;F;0;5211800;Jaraguá;GO;B;A;B;A
3;F;0;5211800;Jaraguá;GO;F;A;B;D
3;F;0;5208608;Goianésia;GO;C;A;A;C
5;F;1;5211800;Jaraguá;GO;B;A;B;B
2;F;0;5210901;Itapaci;GO;B;A;B;A
1;F;0;5211206;Itapuranga;GO;B;A;A;A
2;M;0;5210901;Itapaci;GO;B;A;A;A
3;M;0;5218904;Rubiataba;GO;F;A;B;A
3;F;0;5208608;Goianésia;GO;B;A;A;A
3;F;0;5210901;Itapaci;GO;K;B;C;A
3;F;0;5211800;Jaraguá;GO;B;A;A;A
1;F;0;5211800;Jaraguá;GO;B;B;B;A
3;F;0;5210901;Itapaci;GO;B;A;A;A
1;F;0;5205406;Ceres;GO;C;A;B;A
4;M;0;5210901;Itapaci;GO;C;A;A;A
1;M;0;5218904;Rubiataba;GO;A;A;A;A
3;F;0;5211206;Itapuranga;GO;B;A;A;A
6;F;0;5211206;Itapuranga;GO;C;A;A;A
1;M;0;5211206;Itapuranga;GO;C;A;B;A
2;M;0;5218904;Rubiataba;GO;B;A;A;A
3;F;0;5205406;Ceres;GO;C;A;B;A
6;F;3;5205406;Ceres;GO;B;A;A;A
2;M;0;5211800;Jaraguá;GO;C;A;A;A
3;F;0;5211206;Itapuranga;GO;B;A;A;A
2;F;0;5208608;Goianésia;GO;E;A;A;A
2;M;0;5211206;Itapuranga;GO;D;A;B;A
6;M;3;5205406;Ceres;GO;B;A;C;A
3;F;0;5211206;Itapuranga;GO;D;A;A;A
1;F;0;5205406;Ceres;GO;B;A;B;A
3;F;0;5208608;Goianésia;GO;C;A;B;A
2;F;0;5211206;Itapuranga;GO;C;A;A;A
11;F;12;5211800;Jaraguá;GO;B;B;A;A
2;F;0;5211800;Jaraguá;GO;C;A;A;A
1;M;0;5211206;Itapuranga;GO;B;A;B;A
3;F;0;5210901;Itapaci;GO;A;A;A;A
3;M;0;5211206;Itapuranga;GO;D;A;A;A
3;F;0;5208608;Goianésia;GO;C;A;A;A
2;M;0;5205406;Ceres;GO;A;A;A;A
1;F;0;5208608;Goianésia;GO;D;A;A;A
3;F;0;5208608;Goianésia;GO;C;A;B;A
3;F;0;5205406;Ceres;GO;C;A;A;A
3;F;0;5211800;Jaraguá;GO;B;A;A;A
3;F;0;5211800;Jaraguá;GO;B;A;A;A
2;M;0;5210901;Itapaci;GO;G;A;B;E
4;F;1;5208608;Goianésia;GO;B;A;A;A
2;F;0;5211206;Itapuranga;GO;C;A;B;A
7;F;3;5208608;Goianésia;GO;C;A;A;A
3;F;0;5208608;Goianésia;GO;E;A;A;A
1;F;0;5210901;Itapaci;GO;E;A;A;D
3;M;0;5210901;Itapaci;GO;D;A;A;A
3;F;1;5205406;Ceres;GO;B;A;A;D
1;F;0;5208608;Goianésia;GO;D;A;B;D
1;M;0;5205406;Ceres;GO;O;A;C;A
2;M;0;5211206;Itapuranga;GO;I;B;B;A
3;M;0;5208608;Goianésia;GO;B;B;B;A
1;M;0;5205406;Ceres;GO;I;A;B;A
3;M;0;5211206;Itapuranga;GO;B;A;A;A
5;F;2;5205406;Ceres;GO;G;A;A;A
9;F;7;5205406;Ceres;GO;D;A;B;A
1;M;0;5211206;Itapuranga;GO;M;B;B;A
1;F;0;5208608;Goianésia;GO;H;B;B;A
5;F;2;5210901;Itapaci;GO;D;B;B;A
1;M;0;5205406;Ceres;GO;F;B;C;A
11;F;11;5205406;Ceres;GO;C;A;B;A
1;M;0;5211800;Jaraguá;GO;B;A;A;A
1;M;0;5211800;Jaraguá;GO;B;A;A;A
2;M;0;5205406;Ceres;GO;Q;B;C;D
1;M;0;5211206;Itapuranga;GO;K;B;A;A
1;M;0;5205406;Ceres;GO;C;A;A;A
4;M;1;5211800;Jaraguá;GO;B;A;A;A
4;F;1;5208608;Goianésia;GO;B;A;A;A
5;F;3;5211800;Jaraguá;GO;B;A;B;A
4;F;0;5208608;Goianésia;GO;B;A;A;A
4;M;1;5205406;Ceres;GO;G;B;D;A
3;M;0;5211800;Jaraguá;GO;B;A;A;A
1;M;0;5210901;Itapaci;GO;G;B;C;D
1;F;0;5208608;Goianésia;GO;D;B;A;A
1;M;0;5205406;Ceres;GO;D;A;A;A
2;M;0;5205406;Ceres;GO;D;A;C;A
2;F;0;5205406;Ceres;GO;C;A;B;A
3;M;0;5205406;Ceres;GO;B;A;A;B
1;F;0;5211206;Itapuranga;GO;O;B;C;D
1;M;0;5211800;Jaraguá;GO;E;A;B;A
4;M;0;5208608;Goianésia;GO;B;A;A;A
2;F;0;5211800;Jaraguá;GO;E;A;B;A
2;M;0;5208608;Goianésia;GO;L;A;C;A
1;M;0;5211206;Itapuranga;GO;A;A;B;A
2;M;0;5208608;Goianésia;GO;F;A;A;A
3;M;0;5211206;Itapuranga;GO;C;B;C;A
2;F;0;5205406;Ceres;GO;D;A;B;A
2;M;0;5208608;Goianésia;GO;C;A;A;A
1;F;0;5210901;Itapaci;GO;G;A;C;A
2;F;0;5208608;Goianésia;GO;C;A;B;A
2;F;0;5208608;Goianésia;GO;B;A;A;A
1;F;0;5211206;Itapuranga;GO;B;A;A;A
3;M;0;5218904;Rubiataba;GO;D;A;A;A
2;M;0;5208608;Goianésia;GO;G;B;B;A
3;M;0;5210901;Itapaci;GO;C;B;B;A
2;F;0;5211800;Jaraguá;GO;I;A;B;E
1;M;0;5205406;Ceres;GO;H;A;C;A
3;M;0;5208608;Goianésia;GO;C;A;B;A
1;F;0;5218904;Rubiataba;GO;H;B;B;A
3;M;1;5218904;Rubiataba;GO;C;A;B;A
1;F;0;5210901;Itapaci;GO;E;B;A;B
2;F;0;5205406;Ceres;GO;E;A;B;D
3;F;1;5205406;Ceres;GO;C;A;B;A
1;M;0;5210901;Itapaci;GO;F;A;C;A
2;F;0;5208608;Goianésia;GO;B;A;A;A
1;F;0;5211206;Itapuranga;GO;C;B;A;A
3;F;0;5211800;Jaraguá;GO;B;A;A;A
4;F;1;5208608;Goianésia;GO;B;A;A;A
2;F;0;5211800;Jaraguá;GO;B;A;A;A
2;M;0;5211206;Itapuranga;GO;E;A;B;A
1;F;0;5205406;Ceres;GO;Q;A;D;D
4;F;1;5210901;Itapaci;GO;E;A;B;A
3;M;0;5208608;Goianésia;GO;H;A;B;A
3;F;1;5218904;Rubiataba;GO;G;A;B;A
2;F;0;5208608;Goianésia;GO;A;A;A;A
12;F;15;5205406;Ceres;GO;C;A;B;A
13;M;18;5208608;Goianésia;GO;H;B;D;A
2;M;0;5218904;Rubiataba;GO;B;A;A;A
2;F;0;5205406;Ceres;GO;L;B;B;D
2;M;0;5208608;Goianésia;GO;C;A;C;A
3;F;0;5211800;Jaraguá;GO;B;B;B;A
1;M;0;5205406;Ceres;GO;Q;B;B;B
1;M;0;5211206;Itapuranga;GO;C;B;C;A
3;F;1;5208608;Goianésia;GO;C;A;A;D
2;M;0;5205406;Ceres;GO;B;A;A;A
1;F;0;5205406;Ceres;GO;A;A;A;A
1;F;0;5211206;Itapuranga;GO;B;A;A;A
5;F;2;5211800;Jaraguá;GO;F;A;B;D
1;M;0;5210901;Itapaci;GO;C;A;A;E
8;F;5;5211206;Itapuranga;GO;B;A;B;A
1;M;0;5218904;Rubiataba;GO;I;B;D;A
1;M;0;5210901;Itapaci;GO;B;A;A;A
2;M;0;5205406;Ceres;GO;K;A;B;E
1;F;0;5218904;Rubiataba;GO;D;B;B;A
1;F;0;5210901;Itapaci;GO;F;B;C;A
2;F;0;5218904;Rubiataba;GO;D;A;A;A
4;M;1;5205406;Ceres;GO;C;A;B;A
1;F;0;5208608;Goianésia;GO;B;A;A;A
11;F;9;5208608;Goianésia;GO;D;A;B;D
2;M;0;5218904;Rubiataba;GO;B;A;B;A
1;F;0;5211800;Jaraguá;GO;G;A;B;A
1;M;0;5208608;Goianésia;GO;N;B;A;A
2;M;0;5205406;Ceres;GO;H;A;D;D
3;M;0;5205406;Ceres;GO;C;A;A;A
8;M;5;5211800;Jaraguá;GO;J;A;B;A
1;F;0;5211800;Jaraguá;GO;J;B;B;A
3;M;0;5211800;Jaraguá;GO;C;A;A;A
3;M;0;5208608;Goianésia;GO;B;A;A;A
6;F;4;5205406;Ceres;GO;G;A;B;D
3;F;0;5208608;Goianésia;GO;B;B;A;A
1;F;0;5211206;Itapuranga;GO;C;A;A;A
2;F;0;5205406;Ceres;GO;B;A;A;A
2;M;0;5208608;Goianésia;GO;B;A;A;A
2;M;0;5205406;Ceres;GO;F;B;C;D
3;F;0;5208608;Goianésia;GO;E;A;B;A
4;M;0;5218904;Rubiataba;GO;B;A;B;A
1;F;0;5211206;Itapuranga;GO;E;A;B;A
11;F;9;5208608;Goianésia;GO;C;A;B;A
5;M;2;5208608;Goianésia;GO;E;B;B;A
5;M;1;5210901;Itapaci;GO;E;A;B;A
7;M;4;5205406;Ceres;GO;B;A;A;A
9;M;6;5211800;Jaraguá;GO;B;A;A;A
3;M;0;5210901;Itapaci;GO;B;A;A;A
1;F;0;5211206;Itapuranga;GO;B;A;A;A
1;M;0;5210901;Itapaci;GO;B;A;B;B
5;F;0;5205406;Ceres;GO;C;B;C;A
3;F;0;5208608;Goianésia;GO;C;A;C;A
3;M;0;5210901;Itapaci;GO;B;A;A;A
1;M;0;5205406;Ceres;GO;B;A;A;A
2;M;0;5211800;Jaraguá;GO;K;B;B;B
2;F;0;5211206;Itapuranga;GO;C;A;B;A
2;F;0;5208608;Goianésia;GO;B;A;A;A
2;F;0;5208608;Goianésia;GO;J;B;C;D
2;M;0;5211800;Jaraguá;GO;C;A;B;A
3;F;0;5205406;Ceres;GO;B;A;A;A
4;F;0;5210901;Itapaci;GO;B;A;A;A
1;M;0;5211206;Itapuranga;GO;A;B;A;A
2;M;0;5208608;Goianésia;GO;B;A;A;A
12;F;0;5208608;Goianésia;GO;C;A;B;A
5;F;0;5210901;Itapaci;GO;B;A;A;A
3;F;0;5211800;Jaraguá;GO;B;B;A;A
2;F;0;5208608;Goianésia;GO;F;A;B;A
3;M;0;5205406;Ceres;GO;C;A;B;A
3;F;0;5211800;Jaraguá;GO;C;A;B;A
2;F;0;5208608;Goianésia;GO;G;A;B;B
1;M;0;5211800;Jaraguá;GO;C;A;A;A
3;F;1;5208608;Goianésia;GO;B;A;A;A
2;F;0;5208608;Goianésia;GO;D;A;A;A
3;F;0;5205406;Ceres;GO;B;A;A;A
2;M;0;5210901;Itapaci;GO;E;A;B;C
3;F;0;5205406;Ceres;GO;D;A;B;A
1;F;0;5211206;Itapuranga;GO;B;A;A;A
2;F;0;5210901;Itapaci;GO;C;A;A;A
3;M;0;5205406;Ceres;GO;B;A;B;A
3;F;0;5211800;Jaraguá;GO;A;A;A;A
2;M;0;5211206;Itapuranga;GO;C;A;A;A
4;F;2;5208608;Goianésia;GO;C;A;A;A
13;M;18;5205406;Ceres;GO;O;B;C;A
2;F;0;5211800;Jaraguá;GO;B;A;A;A
2;F;0;5210901;Itapaci;GO;B;A;A;A
1;M;0;5211800;Jaraguá;GO;F;A;B;A
1;M;0;5205406;Ceres;GO;K;B;B;A
3;M;0;5208608;Goianésia;GO;F;A;B;A
2;M;0;5211800;Jaraguá;GO;F;A;B;C
16;M;0;5208608;Goianésia;GO;B;A;A;A
3;F;1;5218904;Rubiataba;GO;G;A;C;A
5;F;0;5208608;Goianésia;GO;B;A;A;A
7;M;3;5210901;Itapaci;GO;C;A;A;A
1;M;0;5205406;Ceres;GO;B;A;A;A
5;F;2;5211800;Jaraguá;GO;C;A;A;A
11;F;13;5208608;Goianésia;GO;B;A;A;A
1;F;0;5218904;Rubiataba;GO;N;A;B;A
2;M;0;5211800;Jaraguá;GO;C;A;A;A
6;F;4;5208608;Goianésia;GO;C;A;A;A
11;M;10;5210901;Itapaci;GO;C;A;B;A
1;M;0;5210901;Itapaci;GO;C;A;A;A
14;M;0;5208608;Goianésia;GO;G;A;A;A
1;F;0;5208608;Goianésia;GO;D;B;C;D
4;M;2;5208608;Goianésia;GO;E;A;B;D
4;F;2;5208608;Goianésia;GO;B;A;B;A
3;F;0;5211206;Itapuranga;GO;B;A;A;A
5;M;1;5205406;Ceres;GO;F;B;C;A
2;M;0;5211206;Itapuranga;GO;B;A;A;A
3;M;1;5210901;Itapaci;GO;C;A;B;A
2;F;0;5211800;Jaraguá;GO;B;A;A;A
6;F;4;5208608;Goianésia;GO;G;B;B;A
3;M;0;5218904;Rubiataba;GO;H;B;B;A
2;F;0;5205406;Ceres;GO;C;A;A;A
1;M;0;5205406;Ceres;GO;I;B;C;A
2;F;0;5211800;Jaraguá;GO;B;A;B;A
5;M;1;5205406;Ceres;GO;B;A;A;A
2;M;0;5208608;Goianésia;GO;H;A;C;A
2;F;0;5218904;Rubiataba;GO;D;A;C;A
11;F;7;5211800;Jaraguá;GO;B;A;A;A
2;F;0;5210901;Itapaci;GO;B;B;B;A
6;F;4;5205406;Ceres;GO;H;A;B;D
1;F;0;5211800;Jaraguá;GO;E;A;A;D
4;M;1;5205406;Ceres;GO;H;A;B;D
2;F;0;5208608;Goianésia;GO;E;A;B;A
2;F;0;5211800;Jaraguá;GO;D;A;A;A
1;F;0;5211206;Itapuranga;GO;B;A;A;A
